Time	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	L Area [px]	R Area [px]
873821.0	1009.0	534.4	960.1	499.3	1242.0	1096.0
873822.0	1011.3	534.5	957.1	498.0	1248.0	1094.0
873823.0	1011.2	535.2	958.7	499.9	1242.0	1101.0
873824.0	1011.4	532.8	957.7	499.7	1245.0	1093.0
873825.0	1010.2	531.7	958.5	496.6	1246.0	1088.0
873826.0	1011.7	530.7	956.5	496.8	1234.0	1090.0
873827.0	1010.5	534.6	956.5	496.0	1244.0	1091.0
873828.0	1007.5	532.7	958.0	497.2	1245.0	1099.0
873829.0	1008.9	532.5	956.0	498.3	1250.0	1091.0
873830.0	1007.0	533.6	959.6	500.0	1252.0	1096.0
873831.0	1006.6	533.5	956.1	500.8	1255.0	1091.0
873832.0	1009.9	530.7	958.4	500.5	1243.0	1099.0
873833.0	1009.9	533.6	960.6	501.5	1247.0	1090.0
873834.0	1009.8	532.1	959.8	501.4	1249.0	1093.0
873835.0	1010.7	534.0	960.2	498.4	1248.0	1097.0
873836.0	1009.1	530.7	960.4	501.1	1249.0	1095.0
873837.0	1010.0	533.3	959.9	500.3	1242.0	1095.0
873838.0	1010.4	535.0	960.9	501.0	1245.0	1095.0
873839.0	1010.1	531.0	960.2	498.5	1250.0	1095.0
873840.0	1009.4	531.8	961.0	501.7	1252.0	1099.0
873841.0	1010.6	531.4	958.7	500.0	1253.0	1097.0
873842.0	1011.9	533.5	959.6	498.8	1250.0	1095.0
873843.0	1010.6	533.6	960.2	499.6	1250.0	1103.0
873844.0	1009.6	534.3	961.1	499.2	1256.0	1101.0
873845.0	1007.3	535.0	961.1	497.5	1249.0	1098.0
873846.0	1005.8	533.7	960.2	498.6	1253.0	1096.0
873847.0	1009.4	530.4	960.7	497.1	1252.0	1100.0
873848.0	1009.9	531.6	956.9	499.1	1252.0	1093.0
873849.0	1007.2	532.0	960.0	498.2	1251.0	1091.0
873850.0	1007.6	532.7	961.9	496.6	1254.0	1097.0
873851.0	1009.3	532.2	959.6	496.3	1258.0	1099.0
873852.0	1008.9	534.3	959.9	497.8	1250.0	1095.0
873853.0	1010.0	534.1	958.8	499.6	1256.0	1094.0
873854.0	1009.2	532.0	958.7	497.0	1261.0	1100.0
873855.0	1008.9	533.5	958.5	499.0	1249.0	1096.0
873856.0	1011.1	535.2	960.0	497.2	1252.0	1097.0
873857.0	1008.0	531.4	959.0	498.0	1260.0	1090.0
873858.0	1008.9	532.8	960.0	498.3	1259.0	1098.0
873859.0	1008.6	532.4	960.7	498.5	1251.0	1100.0
873860.0	1008.3	532.6	960.4	497.9	1254.0	1099.0
873861.0	1007.9	533.7	957.8	496.6	1256.0	1097.0
873862.0	1007.7	533.3	958.8	500.3	1257.0	1096.0
873863.0	1008.2	534.4	958.8	499.3	1254.0	1089.0
873864.0	1008.4	535.5	958.6	498.8	1257.0	1097.0
873865.0	1006.5	530.6	959.6	499.9	1257.0	1103.0
873866.0	1010.0	533.9	961.0	498.9	1264.0	1106.0
873867.0	1010.6	533.3	958.9	500.4	1254.0	1098.0
873868.0	1007.4	531.0	959.7	498.0	1259.0	1103.0
873869.0	1009.0	533.4	959.1	500.1	1255.0	1100.0
873870.0	1008.7	532.5	959.2	500.4	1255.0	1103.0
873871.0	1007.7	532.1	960.2	500.7	1256.0	1105.0
873872.0	1007.1	532.6	960.7	501.4	1262.0	1101.0
873873.0	1010.3	531.2	961.3	500.7	1258.0	1104.0
873874.0	1006.7	534.6	957.1	500.5	1261.0	1094.0
873875.0	1007.9	532.7	958.9	498.6	1270.0	1100.0
873876.0	1009.4	534.6	957.7	497.7	1254.0	1105.0
873877.0	1008.3	534.8	959.7	496.3	1255.0	1097.0
873878.0	1009.0	533.3	958.6	497.7	1255.0	1099.0
873879.0	1009.6	531.2	957.8	498.7	1261.0	1091.0
