Time	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	L Area [px]	R Area [px]
891230.0	1055.3	477.4	987.6	452.2	1137.0	1066.0
891231.0	1055.7	476.4	988.1	452.6	1143.0	1066.0
891232.0	1058.2	477.1	987.2	453.9	1145.0	1072.0
891233.0	1058.6	475.9	985.8	454.1	1145.0	1072.0
891234.0	1058.5	474.8	987.4	451.4	1141.0	1067.0
891235.0	1058.6	476.4	986.7	450.9	1132.0	1069.0
891236.0	1055.3	475.0	988.6	453.7	1142.0	1068.0
891237.0	1058.8	476.7	986.6	453.0	1144.0	1065.0
891238.0	1056.1	477.2	986.5	452.1	1137.0	1071.0
891239.0	1059.0	476.3	986.6	451.6	1148.0	1070.0
891240.0	1057.0	478.8	987.2	452.7	1147.0	1075.0
891241.0	1058.9	477.2	987.0	453.4	1144.0	1070.0
891242.0	1057.3	478.9	987.0	451.3	1136.0	1071.0
891243.0	1056.7	474.5	985.4	451.2	1141.0	1073.0
891244.0	1056.8	474.8	988.9	452.1	1142.0	1079.0
891245.0	1056.9	474.3	986.8	452.4	1143.0	1076.0
891246.0	1058.5	472.7	987.8	452.9	1144.0	1073.0
891247.0	1056.7	475.4	985.8	452.4	1149.0	1072.0
891248.0	1057.6	476.6	987.0	453.5	1153.0	1075.0
891249.0	1059.0	476.0	985.6	453.3	1149.0	1081.0
891250.0	1059.6	476.6	987.4	451.3	1147.0	1069.0
891251.0	1060.2	477.0	986.9	450.8	1152.0	1076.0
891252.0	1060.4	479.9	987.1	452.5	1154.0	1079.0
891253.0	1056.7	475.0	986.9	452.2	1144.0	1072.0
891254.0	1059.0	476.5	987.1	452.7	1157.0	1080.0
891255.0	1058.8	476.4	988.4	452.0	1155.0	1079.0
891256.0	1058.9	475.6	987.3	453.0	1148.0	1078.0
891257.0	1054.8	476.9	989.8	451.5	1151.0	1075.0
891258.0	1057.3	476.3	989.2	453.3	1154.0	1077.0
891259.0	1057.8	474.2	985.4	454.0	1153.0	1082.0
891260.0	1058.0	474.3	987.9	454.0	1145.0	1079.0
891261.0	1056.3	474.6	985.8	453.2	1157.0	1085.0
891262.0	1056.4	478.1	985.3	452.5	1150.0	1083.0
891263.0	1058.2	476.0	986.4	454.9	1149.0	1075.0
891264.0	1057.7	477.5	989.3	454.1	1143.0	1076.0
891265.0	1056.7	476.9	988.3	452.2	1149.0	1089.0
891266.0	1056.5	472.4	987.1	454.7	1150.0	1076.0
891267.0	1057.3	477.9	986.5	452.7	1142.0	1082.0
891268.0	1054.3	475.4	986.6	452.5	1146.0	1082.0
891269.0	1057.9	478.2	988.7	453.2	1152.0	1080.0
891270.0	1060.0	475.7	988.6	452.5	1149.0	1082.0
891271.0	1056.1	476.9	987.1	454.1	1151.0	1078.0
891272.0	1057.2	476.4	988.3	451.5	1149.0	1085.0
891273.0	1056.5	476.0	987.7	455.5	1150.0	1082.0
891274.0	1057.6	475.7	988.0	452.1	1150.0	1079.0
891275.0	1057.6	475.6	988.2	456.0	1156.0	1083.0
891276.0	1054.0	474.5	988.0	453.9	1139.0	1071.0
891277.0	1060.2	475.2	987.5	453.1	1152.0	1083.0
891278.0	1055.9	476.4	987.2	453.7	1147.0	1081.0
891279.0	1057.6	477.8	987.9	450.8	1144.0	1082.0
891280.0	1057.3	475.4	989.5	452.3	1151.0	1082.0
891281.0	1058.7	475.7	988.6	452.8	1153.0	1082.0
891282.0	1060.0	477.2	986.1	454.5	1151.0	1083.0
891283.0	1056.5	473.2	988.7	451.1	1154.0	1083.0
891284.0	1055.0	476.4	987.5	454.9	1148.0	1079.0
891285.0	1057.2	475.3	988.3	455.1	1152.0	1084.0
891286.0	1058.3	479.0	989.1	455.2	1158.0	1084.0
891287.0	1057.4	478.6	987.1	451.9	1153.0	1082.0
891288.0	1058.5	476.9	989.4	452.3	1146.0	1082.0
891289.0	1058.1	475.5	986.7	451.9	1156.0	1084.0
891290.0	1055.1	476.3	988.0	454.2	1159.0	1088.0
891291.0	1056.7	476.9	988.3	453.5	1163.0	1082.0
891292.0	1057.0	478.0	987.8	452.7	1163.0	1083.0
891293.0	1059.0	474.7	990.1	455.1	1147.0	1082.0
891294.0	1057.3	477.8	990.1	453.7	1162.0	1088.0
891295.0	1055.7	474.5	989.2	451.1	1155.0	1087.0
891296.0	1056.1	480.1	988.8	453.9	1159.0	1087.0
891297.0	1056.1	476.7	989.4	455.5	1159.0	1085.0
891298.0	1057.2	476.7	986.6	453.5	1157.0	1085.0
891299.0	1057.0	477.4	989.2	452.0	1153.0	1088.0
891300.0	1057.6	477.9	990.2	452.6	1157.0	1088.0
891301.0	1058.7	478.0	989.8	453.3	1161.0	1085.0
891302.0	1056.2	478.5	989.1	452.4	1152.0	1084.0
891303.0	1059.4	479.3	990.7	453.0	1156.0	1086.0
891304.0	1058.6	476.7	989.0	454.9	1161.0	1086.0
891305.0	1054.9	476.4	989.6	453.6	1160.0	1085.0
891306.0	1057.3	478.2	991.1	453.2	1154.0	1085.0
891307.0	1057.2	478.0	988.5	456.7	1163.0	1082.0
891308.0	1056.1	478.8	987.5	457.8	1155.0	1078.0
891309.0	1054.5	479.5	986.2	457.4	1158.0	1087.0
891310.0	1054.8	479.6	984.6	461.0	1169.0	1088.0
891311.0	1047.8	484.6	980.4	464.2	1170.0	1090.0
891312.0	1045.4	487.9	976.4	471.4	1167.0	1086.0
891313.0	1042.2	492.3	975.4	474.5	1176.0	1091.0
891314.0	1033.2	497.9	970.0	481.2	1167.0	1096.0
891315.0	1030.3	501.3	961.7	486.2	1174.0	1091.0
891316.0	1022.6	510.0	955.3	491.9	1165.0	1089.0
891317.0	1020.1	516.2	948.9	496.6	1176.0	1077.0
891318.0	1011.6	519.6	946.9	502.7	1172.0	1088.0
891319.0	1009.2	522.9	944.8	510.8	1181.0	1086.0
891320.0	1010.6	528.8	942.0	513.5	1175.0	1097.0
891321.0	1005.5	532.4	939.1	517.8	1176.0	1096.0
891322.0	1004.1	532.7	935.3	520.6	1170.0	1090.0
891323.0	1002.3	538.3	935.5	522.6	1159.0	1094.0
891324.0	1003.2	537.7	935.6	525.9	1173.0	1092.0
891325.0	1005.5	538.3	935.3	526.6	1175.0	1093.0
891326.0	1003.5	540.1	935.8	523.2	1173.0	1097.0
891327.0	1006.1	537.5	937.8	527.3	1176.0	1107.0
891328.0	1007.8	538.3	940.8	523.8	1179.0	1094.0
891329.0	1009.0	537.2	939.2	521.9	1176.0	1099.0
891330.0	1007.4	535.6	941.9	519.3	1173.0	1097.0
891331.0	1011.1	536.1	940.4	518.7	1176.0	1096.0
891332.0	1010.0	535.0	942.0	518.4	1170.0	1098.0
891333.0	1011.0	534.1	943.7	518.5	1166.0	1098.0
891334.0	1008.0	534.7	945.2	517.6	1175.0	1095.0
891335.0	1009.9	535.1	945.8	515.5	1174.0	1097.0
891336.0	1010.3	535.6	946.7	518.7	1175.0	1091.0
891337.0	1009.2	537.3	946.2	518.1	1176.0	1096.0
