Time	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	L Area [px]	R Area [px]
1249419.0	967.9	552.5	958.6	545.9	1195.0	1113.0
1249420.0	969.5	548.3	960.9	545.5	1199.0	1109.0
1249421.0	971.4	550.0	960.4	541.6	1198.0	1118.0
1249422.0	968.8	550.3	959.7	545.4	1194.0	1103.0
1249423.0	968.9	549.8	960.8	542.6	1193.0	1111.0
1249424.0	967.0	549.6	960.2	542.7	1200.0	1107.0
1249425.0	969.2	549.2	958.5	543.2	1196.0	1116.0
1249426.0	969.7	547.9	959.7	542.6	1200.0	1103.0
1249427.0	970.2	550.6	959.2	542.3	1193.0	1104.0
1249428.0	966.3	547.6	959.1	545.0	1196.0	1107.0
1249429.0	966.5	551.3	959.8	541.6	1193.0	1104.0
1249430.0	969.8	549.8	961.0	538.5	1196.0	1110.0
1249431.0	968.1	550.5	961.6	541.3	1194.0	1102.0
1249432.0	971.4	551.0	961.1	542.3	1200.0	1107.0
1249433.0	970.0	549.6	960.8	540.0	1194.0	1106.0
1249434.0	970.7	552.0	960.9	542.9	1199.0	1107.0
1249435.0	972.1	552.5	960.7	540.6	1204.0	1108.0
1249436.0	969.5	549.9	958.9	540.3	1205.0	1108.0
1249437.0	970.1	551.4	960.5	541.6	1201.0	1107.0
1249438.0	969.5	550.7	961.7	542.8	1200.0	1098.0
1249439.0	970.3	551.5	961.0	540.1	1200.0	1105.0
1249440.0	969.7	550.8	961.8	541.5	1205.0	1112.0
1249441.0	969.2	550.5	960.5	541.8	1195.0	1103.0
1249442.0	972.9	550.6	961.8	542.5	1198.0	1096.0
1249443.0	967.7	550.6	961.8	541.7	1196.0	1109.0
1249444.0	972.4	550.0	958.6	542.4	1209.0	1105.0
1249445.0	971.6	552.3	962.0	541.1	1198.0	1102.0
1249446.0	971.8	552.5	960.1	544.9	1195.0	1105.0
1249447.0	970.4	554.6	961.7	541.6	1205.0	1107.0
1249448.0	970.4	550.3	960.7	542.2	1201.0	1100.0
1249449.0	970.2	550.0	962.0	542.6	1208.0	1101.0
1249450.0	971.7	551.2	959.2	541.4	1200.0	1104.0
1249451.0	971.4	552.8	959.3	544.1	1195.0	1100.0
1249452.0	973.5	551.6	960.6	539.3	1198.0	1106.0
1249453.0	972.2	553.4	959.9	544.7	1197.0	1105.0
1249454.0	970.8	553.5	960.4	542.9	1206.0	1103.0
1249455.0	972.0	551.1	959.1	544.1	1204.0	1107.0
1249456.0	972.2	551.3	960.9	543.3	1201.0	1108.0
1249457.0	970.3	551.6	961.0	539.6	1200.0	1108.0
1249458.0	969.1	552.0	961.8	542.0	1202.0	1106.0
1249459.0	970.6	551.8	961.5	542.2	1199.0	1106.0
1249460.0	972.2	552.8	959.8	543.5	1200.0	1102.0
1249461.0	971.6	554.3	961.3	542.8	1202.0	1116.0
1249462.0	968.6	550.7	959.7	541.5	1194.0	1097.0
1249463.0	970.8	552.0	960.9	543.1	1200.0	1109.0
1249464.0	970.1	550.2	960.2	541.8	1197.0	1104.0
1249465.0	969.0	553.2	962.6	544.1	1201.0	1113.0
1249466.0	969.4	550.6	959.0	544.0	1196.0	1108.0
1249467.0	968.5	550.4	961.5	541.5	1204.0	1111.0
1249468.0	969.5	549.5	959.5	542.2	1207.0	1109.0
1249469.0	971.3	550.6	961.2	541.0	1208.0	1111.0
1249470.0	969.9	551.8	960.3	543.2	1208.0	1103.0
1249471.0	969.4	550.8	961.3	541.6	1193.0	1098.0
1249472.0	970.8	549.8	962.1	544.5	1200.0	1109.0
1249473.0	968.1	552.5	960.1	540.6	1196.0	1105.0
1249474.0	969.8	552.7	960.5	543.1	1202.0	1105.0
1249475.0	969.5	549.4	961.7	544.7	1190.0	1115.0
1249476.0	969.7	552.3	960.1	544.1	1190.0	1104.0
1249477.0	970.6	550.4	961.6	544.3	1189.0	1107.0
1249478.0	969.2	551.6	957.5	545.9	1195.0	1103.0
1249479.0	970.2	549.3	961.6	545.0	1195.0	1096.0
1249480.0	971.5	548.5	960.1	542.6	1191.0	1099.0
1249481.0	969.5	553.2	961.0	545.4	1189.0	1108.0
1249482.0	968.8	552.1	960.9	545.5	1194.0	1107.0
1249483.0	968.7	547.2	961.4	542.2	1190.0	1101.0
1249484.0	972.0	551.6	959.9	543.5	1193.0	1103.0
1249485.0	969.2	549.8	959.8	545.2	1190.0	1105.0
1249486.0	969.5	553.0	958.5	542.6	1190.0	1100.0
1249487.0	969.9	550.8	960.3	544.5	1197.0	1099.0
1249488.0	969.3	549.6	960.0	540.4	1198.0	1101.0
1249489.0	972.3	548.9	961.3	542.6	1190.0	1101.0
1249490.0	971.1	551.7	960.6	543.1	1188.0	1100.0
1249491.0	972.9	550.0	961.6	546.1	1188.0	1104.0
1249492.0	970.7	552.0	961.2	543.2	1188.0	1109.0
1249493.0	971.8	551.1	962.1	544.4	1192.0	1103.0
1249494.0	973.1	553.0	961.2	542.6	1190.0	1101.0
1249495.0	972.8	551.5	960.6	544.1	1196.0	1102.0
1249496.0	972.2	550.2	960.4	545.7	1199.0	1104.0
1249497.0	970.8	551.3	961.8	543.7	1198.0	1096.0
1249498.0	968.4	550.5	962.5	548.3	1190.0	1103.0
1249499.0	969.6	550.9	960.6	542.0	1195.0	1103.0
1249500.0	969.8	552.7	963.8	542.6	1186.0	1103.0
1249501.0	970.5	549.2	961.6	541.8	1197.0	1108.0
1249502.0	970.4	549.2	960.3	543.6	1199.0	1108.0
1249503.0	971.4	551.2	963.5	545.4	1194.0	1103.0
1249504.0	970.0	551.2	962.4	545.2	1202.0	1106.0
1249505.0	971.7	551.9	960.5	544.1	1194.0	1108.0
1249506.0	969.3	548.5	960.7	544.6	1187.0	1102.0
1249507.0	970.9	550.6	960.2	543.8	1200.0	1103.0
1249508.0	970.0	550.4	961.5	544.2	1199.0	1103.0
1249509.0	968.4	550.4	961.1	543.7	1199.0	1108.0
1249510.0	968.1	553.0	959.8	542.8	1194.0	1113.0
1249511.0	970.6	551.3	961.8	543.3	1191.0	1106.0
1249512.0	970.8	552.4	961.2	545.8	1195.0	1102.0
1249513.0	971.4	553.1	962.9	545.5	1197.0	1108.0
1249514.0	974.2	554.0	961.0	549.0	1198.0	1103.0
1249515.0	970.1	551.5	959.3	545.9	1190.0	1104.0
1249516.0	974.2	552.3	960.9	544.8	1205.0	1107.0
1249517.0	971.6	549.5	960.2	547.1	1195.0	1104.0
1249518.0	971.6	552.0	963.2	545.6	1189.0	1100.0
1249519.0	972.4	554.6	960.0	546.0	1192.0	1104.0
1249520.0	974.4	553.2	960.7	544.6	1191.0	1104.0
1249521.0	971.2	555.5	960.5	545.0	1192.0	1104.0
1249522.0	972.2	552.5	960.5	546.0	1195.0	1108.0
1249523.0	972.1	551.9	960.7	544.1	1189.0	1099.0
1249524.0	971.7	551.5	960.4	544.2	1189.0	1102.0
1249525.0	973.8	551.7	961.6	543.6	1189.0	1100.0
1249526.0	971.7	553.0	961.6	545.2	1188.0	1108.0
1249527.0	968.4	552.4	961.0	546.7	1194.0	1101.0
1249528.0	972.2	552.5	963.4	544.7	1184.0	1095.0
1249529.0	970.0	551.0	960.3	547.7	1190.0	1104.0
1249530.0	971.8	550.3	963.4	546.9	1196.0	1111.0
1249531.0	970.5	552.8	960.6	545.8	1189.0	1106.0
1249532.0	970.5	549.9	961.0	547.7	1193.0	1109.0
1249533.0	971.5	551.4	964.0	548.3	1186.0	1108.0
1249534.0	970.1	549.4	961.2	546.0	1195.0	1107.0
1249535.0	968.6	552.0	961.8	545.4	1191.0	1110.0
1249536.0	970.9	552.0	960.7	547.0	1190.0	1108.0
1249537.0	971.5	551.0	960.9	547.2	1190.0	1099.0
1249538.0	973.0	552.3	963.2	545.3	1180.0	1103.0
1249539.0	970.7	551.1	960.9	546.1	1187.0	1097.0
1249540.0	970.0	550.8	961.0	547.3	1192.0	1096.0
1249541.0	970.7	553.8	962.5	547.4	1190.0	1110.0
1249542.0	968.9	552.9	962.8	544.4	1191.0	1102.0
1249543.0	971.3	552.1	961.5	548.6	1190.0	1105.0
1249544.0	968.3	550.7	961.8	545.9	1188.0	1103.0
1249545.0	970.2	550.4	962.5	546.8	1196.0	1106.0
1249546.0	971.0	549.8	962.9	547.1	1201.0	1104.0
1249547.0	973.5	550.7	963.5	546.5	1183.0	1113.0
1249548.0	969.5	549.1	962.4	546.3	1197.0	1107.0
1249549.0	970.6	551.4	961.1	547.4	1189.0	1108.0
1249550.0	971.1	549.3	961.7	544.8	1196.0	1107.0
1249551.0	970.7	549.1	962.2	545.6	1195.0	1107.0
1249552.0	970.5	552.0	963.4	548.3	1185.0	1109.0
1249553.0	970.9	553.1	964.6	544.6	1188.0	1098.0
1249554.0	973.1	551.4	962.0	548.6	1194.0	1101.0
1249555.0	973.6	552.6	961.7	548.7	1188.0	1100.0
1249556.0	972.5	551.7	965.2	546.0	1194.0	1104.0
1249557.0	971.2	549.6	963.4	546.9	1188.0	1101.0
1249558.0	973.5	552.4	960.6	549.1	1182.0	1105.0
1249559.0	971.0	553.2	962.4	549.7	1187.0	1104.0
1249560.0	971.7	550.9	961.6	548.6	1194.0	1105.0
1249561.0	972.8	551.8	963.7	546.8	1190.0	1102.0
1249562.0	969.7	551.1	962.7	548.5	1193.0	1107.0
1249563.0	971.8	552.2	963.7	547.0	1187.0	1101.0
1249564.0	972.4	551.3	961.5	546.5	1183.0	1101.0
1249565.0	969.9	551.7	962.7	549.4	1182.0	1103.0
1249566.0	971.0	552.7	962.5	547.9	1195.0	1106.0
1249567.0	971.6	553.6	962.7	551.0	1188.0	1112.0
1249568.0	970.4	553.1	960.5	546.2	1191.0	1102.0
1249569.0	971.6	552.0	962.7	546.9	1190.0	1107.0
1249570.0	971.9	551.4	962.7	549.1	1193.0	1106.0
1249571.0	971.8	553.9	964.2	548.6	1177.0	1106.0
1249572.0	969.6	552.0	960.8	546.8	1181.0	1115.0
1249573.0	968.1	550.6	963.9	550.6	1182.0	1115.0
1249574.0	967.8	552.3	962.9	547.5	1180.0	1106.0
1249575.0	968.7	551.1	963.6	548.4	1192.0	1109.0
1249576.0	968.7	551.5	961.5	548.6	1185.0	1107.0
1249577.0	972.0	550.9	963.1	548.3	1185.0	1112.0
1249578.0	968.3	553.2	962.8	548.3	1186.0	1114.0
1249579.0	970.9	554.8	963.4	549.9	1191.0	1112.0
1249580.0	969.9	553.1	962.9	549.9	1190.0	1117.0
1249581.0	969.5	552.3	962.5	548.8	1186.0	1113.0
1249582.0	967.9	550.3	964.7	552.4	1198.0	1114.0
1249583.0	969.9	549.6	963.6	549.7	1199.0	1111.0
1249584.0	970.5	551.5	963.0	547.7	1191.0	1110.0
