Time	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	L Area [px]	R Area [px]
1203038.0	1068.9	522.4	1049.4	529.3	968.0	912.0
1203039.0	1069.5	524.0	1047.2	529.5	965.0	909.0
1203040.0	1069.5	523.2	1046.6	529.4	969.0	909.0
1203041.0	1069.4	523.3	1049.0	527.7	964.0	906.0
1203042.0	1069.6	525.2	1048.5	528.3	962.0	908.0
1203043.0	1070.4	524.8	1049.5	526.4	969.0	912.0
1203044.0	1071.3	525.5	1048.7	528.7	966.0	911.0
1203045.0	1068.4	525.6	1046.6	526.3	972.0	919.0
1203046.0	1068.2	521.9	1047.4	525.2	962.0	909.0
1203047.0	1070.7	525.4	1049.3	526.7	969.0	911.0
1203048.0	1069.4	526.4	1048.7	527.6	963.0	909.0
1203049.0	1070.5	524.3	1049.6	528.6	978.0	912.0
1203050.0	1070.4	524.8	1049.6	525.6	964.0	914.0
1203051.0	1070.1	526.9	1049.1	526.2	964.0	909.0
1203052.0	1069.0	525.6	1047.5	528.7	966.0	911.0
1203053.0	1070.2	525.3	1048.5	524.3	968.0	914.0
1203054.0	1068.2	524.3	1048.3	527.7	969.0	914.0
1203055.0	1070.2	523.4	1049.8	527.2	965.0	910.0
1203056.0	1070.7	523.5	1048.9	528.6	974.0	913.0
1203057.0	1072.3	526.0	1048.4	527.3	980.0	910.0
1203058.0	1071.0	524.1	1047.8	529.2	965.0	911.0
1203059.0	1068.9	523.9	1048.3	527.9	967.0	916.0
1203060.0	1070.2	523.6	1046.7	527.9	974.0	911.0
1203061.0	1070.1	523.3	1049.4	528.9	964.0	912.0
1203062.0	1068.0	521.7	1048.3	526.8	979.0	916.0
1203063.0	1069.3	526.6	1048.8	526.9	971.0	912.0
1203064.0	1071.6	523.9	1048.6	526.3	970.0	909.0
1203065.0	1067.6	525.5	1048.9	529.3	979.0	915.0
1203066.0	1069.4	525.3	1047.8	526.6	972.0	919.0
1203067.0	1070.7	523.8	1049.7	528.1	967.0	916.0
1203068.0	1070.3	524.8	1048.7	526.7	970.0	913.0
1203069.0	1069.3	523.9	1049.9	530.1	977.0	921.0
1203070.0	1069.9	520.6	1049.3	528.2	971.0	913.0
1203071.0	1069.5	525.3	1051.0	526.0	971.0	912.0
1203072.0	1068.1	522.9	1049.7	526.8	965.0	913.0
1203073.0	1070.7	521.9	1049.8	529.5	974.0	916.0
1203074.0	1071.3	521.8	1050.0	525.9	964.0	916.0
1203075.0	1071.8	523.6	1049.3	527.5	978.0	913.0
1203076.0	1067.8	521.3	1049.5	528.3	969.0	919.0
1203077.0	1065.6	522.0	1050.4	526.1	979.0	913.0
1203078.0	1069.4	519.7	1047.4	526.9	966.0	916.0
1203079.0	1070.1	522.9	1050.1	526.8	964.0	915.0
1203080.0	1068.2	525.6	1048.5	530.3	964.0	920.0
1203081.0	1070.2	523.9	1048.6	530.1	965.0	917.0
1203082.0	1068.7	522.3	1048.1	528.9	962.0	919.0
1203083.0	1066.1	521.6	1048.7	528.1	964.0	922.0
1203084.0	1068.0	523.4	1050.1	526.6	975.0	919.0
1203085.0	1070.9	522.0	1048.7	529.0	968.0	919.0
1203086.0	1070.4	524.2	1049.5	528.1	962.0	924.0
1203087.0	1071.3	522.9	1049.6	528.5	962.0	924.0
1203088.0	1070.1	523.7	1050.0	528.7	964.0	921.0
1203089.0	1070.2	523.8	1051.2	528.2	963.0	917.0
1203090.0	1069.3	521.1	1048.4	526.4	971.0	920.0
1203091.0	1067.3	524.0	1048.7	529.7	969.0	918.0
1203092.0	1069.9	523.2	1050.1	528.3	964.0	917.0
1203093.0	1067.6	522.9	1049.3	529.7	967.0	926.0
1203094.0	1071.5	520.8	1052.2	530.2	970.0	926.0
1203095.0	1070.4	523.5	1052.5	527.1	960.0	920.0
1203096.0	1066.9	521.4	1051.6	527.9	973.0	924.0
1203097.0	1068.2	523.7	1052.7	527.1	970.0	917.0
1203098.0	1071.0	524.2	1053.7	527.8	970.0	914.0
1203099.0	1069.9	523.1	1052.5	526.9	965.0	914.0
1203100.0	1069.5	520.8	1051.4	526.8	963.0	921.0
1203101.0	1067.1	522.3	1053.1	530.2	968.0	926.0
1203102.0	1069.4	523.4	1051.4	526.1	978.0	925.0
1203103.0	1072.0	524.5	1051.7	526.2	973.0	929.0
1203104.0	1070.4	523.8	1052.2	525.8	967.0	923.0
1203105.0	1071.3	522.3	1048.6	525.6	978.0	929.0
1203106.0	1071.1	521.1	1052.4	527.0	976.0	927.0
1203107.0	1071.4	522.9	1052.4	524.9	966.0	928.0
1203108.0	1069.1	521.5	1049.7	526.9	968.0	922.0
1203109.0	1069.3	523.3	1051.3	529.8	967.0	925.0
1203110.0	1070.4	523.8	1050.9	526.8	975.0	926.0
1203111.0	1072.0	525.6	1052.4	527.9	975.0	926.0
1203112.0	1069.7	524.5	1053.2	526.4	971.0	924.0
1203113.0	1069.5	524.2	1049.3	527.3	974.0	927.0
1203114.0	1071.0	525.1	1052.2	526.6	978.0	931.0
1203115.0	1071.8	523.8	1053.3	525.5	976.0	925.0
1203116.0	1068.1	529.1	1053.1	526.5	979.0	925.0
1203117.0	1065.0	526.5	1049.1	523.5	982.0	931.0
1203118.0	1062.5	524.5	1045.5	527.3	981.0	935.0
1203119.0	1059.3	526.2	1041.1	529.7	986.0	931.0
1203120.0	1051.1	527.1	1035.9	526.6	985.0	925.0
1203121.0	1040.8	529.2	1029.3	526.3	987.0	928.0
1203122.0	1031.2	526.8	1021.5	528.6	978.0	927.0
1203123.0	1023.7	525.7	1013.9	529.7	977.0	935.0
1203124.0	1013.6	528.4	1004.4	527.3	988.0	929.0
1203125.0	1002.8	530.1	993.8	526.9	988.0	929.0
1203126.0	989.9	529.3	985.0	525.3	988.0	921.0
1203127.0	978.9	529.3	972.7	527.7	994.0	927.0
1203128.0	967.2	530.3	962.2	529.3	994.0	934.0
1203129.0	956.0	528.7	954.1	527.9	988.0	932.0
1203130.0	950.4	527.9	949.8	528.6	992.0	938.0
1203131.0	947.0	529.4	944.2	526.4	1006.0	935.0
1203132.0	944.3	527.6	937.0	523.9	1012.0	939.0
1203133.0	937.7	526.6	935.6	527.0	1003.0	938.0
1203134.0	936.5	527.8	933.1	525.9	1001.0	932.0
1203135.0	939.9	527.2	931.6	527.6	1006.0	933.0
1203136.0	941.8	528.5	930.2	526.7	1001.0	935.0
1203137.0	939.8	529.5	932.0	526.8	1003.0	935.0
1203138.0	944.8	529.5	933.5	528.4	998.0	932.0
1203139.0	948.8	527.2	935.2	527.6	998.0	938.0
1203140.0	950.6	528.1	938.4	529.3	999.0	940.0
1203141.0	952.4	526.6	939.7	530.0	1002.0	933.0
1203142.0	958.6	528.8	944.5	528.2	998.0	942.0
1203143.0	956.7	528.1	946.9	526.7	1000.0	934.0
1203144.0	959.4	525.4	948.0	528.5	1002.0	935.0
1203145.0	961.4	526.7	947.4	525.4	998.0	944.0
1203146.0	961.5	528.3	947.7	526.8	995.0	941.0
1203147.0	961.2	529.1	945.4	524.2	994.0	934.0
1203148.0	964.3	529.5	947.3	527.8	998.0	941.0
1203149.0	962.3	527.1	948.5	528.4	996.0	942.0
1203150.0	967.0	530.1	945.4	526.1	1006.0	940.0
1203151.0	965.6	526.7	947.4	528.2	1003.0	942.0
1203152.0	966.5	528.6	950.7	528.6	997.0	938.0
1203153.0	966.3	527.1	952.4	528.5	994.0	936.0
1203154.0	967.6	527.5	949.6	529.3	999.0	937.0
1203155.0	969.5	528.2	949.5	529.6	1003.0	940.0
1203156.0	968.5	525.6	951.0	529.5	995.0	931.0
1203157.0	970.2	526.0	953.6	531.4	1001.0	939.0
1203158.0	969.6	528.8	951.0	530.9	993.0	940.0
1203159.0	974.2	528.9	953.2	530.3	993.0	942.0
1203160.0	971.8	526.0	952.1	531.5	996.0	935.0
1203161.0	968.7	526.0	954.8	532.2	995.0	932.0
1203162.0	970.1	528.7	952.4	530.2	994.0	936.0
1203163.0	969.4	526.6	953.6	531.5	1000.0	931.0
1203164.0	968.9	528.6	951.7	528.7	996.0	937.0
1203165.0	966.1	527.1	953.8	529.6	991.0	934.0
1203166.0	969.0	527.2	952.0	530.2	995.0	935.0
1203167.0	969.3	528.2	952.0	527.0	990.0	933.0
1203168.0	964.7	526.7	953.2	529.9	987.0	934.0
1203169.0	969.8	528.4	950.9	529.6	985.0	931.0
1203170.0	965.6	527.8	952.5	530.0	987.0	935.0
1203171.0	965.1	529.0	952.0	527.6	994.0	925.0
1203172.0	968.4	527.1	950.8	529.8	997.0	938.0
1203173.0	965.7	527.7	953.6	530.5	1000.0	939.0
1203174.0	966.5	527.1	949.9	530.3	998.0	935.0
1203175.0	964.6	528.4	951.5	528.9	994.0	935.0
1203176.0	967.9	531.9	951.0	527.0	992.0	942.0
1203177.0	964.3	529.4	949.6	528.5	998.0	936.0
1203178.0	964.8	528.2	951.6	529.0	990.0	930.0
1203179.0	964.4	525.8	952.1	529.6	1000.0	939.0
1203180.0	966.0	528.0	951.5	527.6	993.0	938.0
1203181.0	965.2	528.3	949.9	528.1	994.0	928.0
1203182.0	964.6	525.9	951.2	527.6	997.0	940.0
1203183.0	965.7	528.2	949.5	528.4	994.0	939.0
1203184.0	967.8	530.4	948.9	526.9	1004.0	940.0
1203185.0	962.7	526.9	951.3	528.1	1004.0	939.0
1203186.0	966.7	529.8	952.7	526.0	998.0	941.0
1203187.0	966.6	527.4	953.2	527.5	993.0	933.0
1203188.0	965.7	529.4	952.7	527.9	998.0	939.0
1203189.0	966.5	530.1	951.7	529.6	996.0	942.0
1203190.0	968.1	527.0	951.5	529.6	1001.0	939.0
1203191.0	965.8	526.6	952.3	529.0	1005.0	937.0
1203192.0	965.7	528.1	951.5	530.6	1001.0	938.0
1203193.0	966.5	530.5	953.0	528.2	1001.0	936.0
1203194.0	966.0	530.0	954.0	528.5	1003.0	941.0
1203195.0	966.2	527.5	950.7	530.5	1002.0	932.0
1203196.0	965.5	526.8	953.5	528.5	997.0	938.0
1203197.0	965.8	528.7	953.0	527.9	1002.0	937.0
1203198.0	966.7	526.1	951.1	530.5	1002.0	938.0
1203199.0	963.2	529.7	952.5	528.5	1000.0	936.0
1203200.0	965.5	529.0	953.2	529.2	994.0	937.0
1203201.0	966.2	528.0	951.5	526.5	991.0	934.0
1203202.0	964.6	530.0	950.3	530.7	1004.0	938.0
1203203.0	965.6	531.4	951.8	531.1	999.0	941.0
1203204.0	966.5	532.4	952.0	529.4	999.0	939.0
1203205.0	964.1	531.7	951.8	524.5	999.0	936.0
1203206.0	965.0	527.1	953.9	529.1	1002.0	940.0
1203207.0	966.9	529.1	953.5	530.0	1008.0	935.0
1203208.0	965.2	528.7	951.4	529.3	1003.0	940.0
1203209.0	966.0	529.4	954.8	532.4	1002.0	945.0
1203210.0	965.5	526.2	953.8	529.7	1003.0	943.0
1203211.0	964.5	529.6	952.3	529.9	1008.0	938.0
1203212.0	963.5	531.1	952.6	529.7	1003.0	939.0
1203213.0	967.2	529.2	951.4	530.9	1006.0	940.0
1203214.0	964.1	530.4	951.8	530.6	1003.0	941.0
1203215.0	965.6	528.7	953.4	531.7	1008.0	941.0
1203216.0	965.6	530.6	951.5	531.4	996.0	939.0
1203217.0	965.7	531.9	951.6	531.2	1004.0	942.0
1203218.0	964.4	532.4	950.4	528.5	1004.0	946.0
1203219.0	963.3	530.0	952.2	528.7	1005.0	938.0
1203220.0	964.9	528.4	952.0	527.7	1002.0	935.0
1203221.0	963.8	532.9	951.8	528.8	1010.0	948.0
1203222.0	964.3	528.3	952.2	530.0	1006.0	945.0
1203223.0	965.4	529.4	953.3	530.7	1006.0	938.0
1203224.0	964.2	530.4	953.7	530.6	1006.0	944.0
1203225.0	962.9	528.8	950.5	530.2	1010.0	939.0
1203226.0	966.2	530.4	950.1	528.9	1003.0	942.0
1203227.0	963.8	528.2	953.5	529.9	1007.0	939.0
1203228.0	961.6	526.0	951.9	532.5	1006.0	935.0
1203229.0	965.3	526.5	951.8	528.8	1014.0	936.0
1203230.0	963.0	531.5	952.1	527.9	1008.0	941.0
1203231.0	966.3	526.2	953.2	532.6	1008.0	940.0
1203232.0	965.5	528.9	951.9	532.2	1004.0	941.0
1203233.0	962.5	529.7	953.1	531.6	1008.0	939.0
1203234.0	965.0	529.6	955.2	531.3	1004.0	947.0
1203235.0	964.9	528.9	953.1	530.1	1008.0	941.0
1203236.0	965.4	531.6	950.9	531.9	1011.0	942.0
1203237.0	964.0	529.5	953.7	529.9	1007.0	945.0
1203238.0	963.9	530.4	951.5	531.9	1004.0	943.0
1203239.0	963.4	530.9	953.2	531.0	1004.0	944.0
1203240.0	964.3	529.0	953.1	530.7	1016.0	944.0
1203241.0	962.5	531.6	951.4	530.7	1013.0	940.0
1203242.0	966.4	528.9	952.9	530.2	1016.0	947.0
1203243.0	965.2	529.1	949.0	529.7	1005.0	943.0
1203244.0	964.7	529.2	952.6	530.3	1007.0	945.0
1203245.0	964.4	529.4	952.5	531.9	1011.0	936.0
1203246.0	966.8	531.5	952.6	531.4	1016.0	947.0
1203247.0	962.8	528.7	951.4	531.3	1011.0	951.0
1203248.0	964.1	528.2	953.4	531.3	1016.0	950.0
1203249.0	965.4	528.2	951.4	531.2	1015.0	944.0
1203250.0	962.7	527.8	952.3	530.8	1019.0	949.0
1203251.0	964.1	529.6	950.8	531.9	1008.0	947.0
1203252.0	962.8	527.7	950.9	531.0	1009.0	945.0
1203253.0	964.7	528.3	951.0	531.5	1011.0	945.0
1203254.0	963.1	528.0	951.9	532.2	1004.0	953.0
1203255.0	963.8	529.0	954.9	532.0	1015.0	947.0
1203256.0	961.4	528.9	952.8	531.8	1013.0	956.0
1203257.0	961.5	528.0	952.0	532.2	1007.0	945.0
1203258.0	962.4	527.7	951.8	530.6	1007.0	945.0
1203259.0	964.1	529.4	951.1	534.9	1016.0	955.0
1203260.0	965.0	525.5	952.9	533.4	1011.0	949.0
1203261.0	961.8	526.0	953.0	532.8	1013.0	949.0
1203262.0	963.1	528.6	951.8	533.7	1012.0	953.0
1203263.0	962.9	526.4	952.1	531.1	1008.0	955.0
1203264.0	961.8	525.1	952.5	530.2	1013.0	950.0
1203265.0	962.1	528.4	951.6	533.7	1012.0	952.0
1203266.0	959.5	524.6	952.6	533.2	1008.0	951.0
1203267.0	962.6	525.9	952.7	531.8	1013.0	947.0
1203268.0	962.9	524.7	951.6	531.8	1012.0	951.0
1203269.0	963.1	528.3	951.6	531.3	1008.0	949.0
1203270.0	963.5	527.6	952.4	533.6	1011.0	949.0
1203271.0	963.9	527.5	952.8	533.3	1021.0	952.0
1203272.0	962.7	526.1	953.8	532.5	1006.0	953.0
1203273.0	962.4	529.3	949.6	531.8	1013.0	948.0
1203274.0	964.5	525.5	949.9	533.2	1007.0	945.0
1203275.0	962.1	525.1	952.2	531.2	1009.0	942.0
1203276.0	962.5	526.4	951.6	530.1	1008.0	946.0
1203277.0	961.4	524.1	952.4	533.7	1013.0	947.0
1203278.0	962.0	527.6	954.8	532.4	1011.0	954.0
1203279.0	963.4	527.8	950.9	531.1	1014.0	951.0
1203280.0	965.1	528.5	952.0	533.4	1021.0	957.0
1203281.0	963.4	528.9	951.3	536.8	1016.0	949.0
1203282.0	961.8	525.3	952.7	534.9	1006.0	950.0
1203283.0	963.4	525.1	951.6	529.8	1006.0	951.0
1203284.0	960.8	524.9	951.9	531.9	1022.0	953.0
1203285.0	963.2	528.3	954.1	530.9	1020.0	950.0
1203286.0	961.8	526.3	951.8	532.3	1010.0	954.0
1203287.0	963.7	526.1	953.8	532.4	1011.0	950.0
1203288.0	962.2	528.1	953.5	530.4	1010.0	949.0
1203289.0	962.6	528.7	951.9	532.3	1016.0	950.0
1203290.0	959.6	524.8	953.2	532.3	1014.0	950.0
1203291.0	964.3	528.3	953.1	533.0	1011.0	950.0
1203292.0	962.5	526.3	954.6	530.0	1013.0	945.0
1203293.0	963.1	526.5	953.1	532.9	1015.0	948.0
1203294.0	961.0	525.4	952.7	531.8	1008.0	948.0
1203295.0	961.8	526.8	954.3	532.7	1009.0	945.0
1203296.0	962.2	529.3	955.1	534.5	1013.0	946.0
1203297.0	962.0	529.4	954.4	530.6	1021.0	948.0
1203298.0	960.9	524.6	954.6	530.1	1015.0	950.0
1203299.0	962.4	529.9	953.4	532.0	1010.0	950.0
1203300.0	961.4	527.3	953.9	529.4	1020.0	951.0
1203301.0	961.9	528.7	955.5	531.7	1013.0	949.0
1203302.0	959.7	527.6	954.5	530.8	1020.0	960.0
1203303.0	963.7	528.4	954.4	530.3	1021.0	952.0
1203304.0	959.4	526.7	953.9	532.3	1022.0	956.0
1203305.0	961.8	526.5	953.4	531.1	1023.0	955.0
1203306.0	963.0	528.6	957.5	531.5	1022.0	949.0
1203307.0	963.5	529.2	953.7	529.9	1022.0	949.0
1203308.0	962.3	527.3	953.2	529.9	1016.0	946.0
1203309.0	960.7	528.7	954.6	532.5	1018.0	946.0
1203310.0	962.5	525.0	953.9	531.7	1020.0	952.0
1203311.0	959.7	524.6	956.0	530.0	1021.0	950.0
1203312.0	961.9	528.5	952.3	529.6	1021.0	948.0
1203313.0	961.8	527.3	955.2	531.6	1025.0	951.0
1203314.0	960.7	529.1	953.9	527.9	1020.0	946.0
1203315.0	962.7	526.1	955.3	530.6	1023.0	943.0
1203316.0	964.9	530.1	953.5	532.7	1016.0	947.0
1203317.0	961.3	529.8	953.1	534.8	1017.0	949.0
1203318.0	957.9	528.5	954.4	532.7	1020.0	948.0
1203319.0	964.7	526.1	953.6	530.8	1016.0	950.0
1203320.0	960.7	528.4	955.2	532.4	1009.0	948.0
1203321.0	962.9	530.0	954.4	532.1	1018.0	946.0
1203322.0	961.7	524.8	956.5	529.7	1017.0	944.0
1203323.0	960.6	526.7	954.9	530.0	1019.0	949.0
1203324.0	960.2	529.1	955.9	533.6	1020.0	945.0
1203325.0	958.6	526.8	953.5	530.2	1014.0	946.0
1203326.0	962.1	528.4	953.2	531.0	1015.0	945.0
1203327.0	962.0	529.3	957.6	529.5	1020.0	952.0
1203328.0	962.2	526.2	956.4	530.5	1017.0	954.0
1203329.0	960.2	528.3	956.8	529.5	1023.0	949.0
1203330.0	961.8	528.1	957.4	530.1	1026.0	948.0
1203331.0	958.8	526.1	955.7	532.8	1022.0	943.0
