Time	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	L Area [px]	R Area [px]
9934737.0	937.8	438.4	946.2	432.7	1375.0	1531.0
9934738.0	936.3	440.8	945.4	429.6	1379.0	1528.0
9934739.0	939.6	440.0	943.8	428.7	1380.0	1522.0
9934740.0	936.4	440.1	943.3	424.5	1379.0	1523.0
9934741.0	938.3	441.2	945.3	430.9	1375.0	1521.0
9934742.0	938.0	438.0	949.8	427.4	1366.0	1528.0
9934743.0	935.9	440.0	944.6	429.8	1377.0	1528.0
9934744.0	937.0	439.5	947.0	430.5	1371.0	1520.0
9934745.0	936.5	441.8	946.6	432.3	1369.0	1516.0
9934746.0	936.0	439.2	946.9	431.3	1379.0	1525.0
9934747.0	935.3	439.9	946.0	430.3	1377.0	1530.0
9934748.0	936.3	440.9	944.5	427.9	1373.0	1531.0
9934749.0	934.9	442.8	947.1	431.9	1378.0	1532.0
9934750.0	937.0	442.1	947.4	427.0	1376.0	1526.0
9934751.0	934.5	440.8	944.8	428.1	1375.0	1538.0
9934752.0	936.7	441.1	945.6	428.0	1379.0	1540.0
9934753.0	936.0	442.8	944.9	429.7	1372.0	1521.0
9934754.0	935.3	441.0	946.0	431.8	1376.0	1529.0
9934755.0	936.4	441.3	948.7	429.9	1385.0	1536.0
9934756.0	935.5	441.4	946.3	433.3	1375.0	1531.0
9934757.0	936.6	442.8	945.4	432.5	1381.0	1528.0
9934758.0	935.9	441.9	949.8	432.5	1386.0	1541.0
9934759.0	935.8	441.3	946.7	429.3	1384.0	1536.0
9934760.0	937.3	442.8	946.7	431.6	1383.0	1535.0
9934761.0	933.8	442.3	946.5	430.5	1384.0	1540.0
9934762.0	935.6	441.6	947.5	429.5	1382.0	1539.0
9934763.0	939.0	441.7	943.4	429.3	1382.0	1535.0
9934764.0	936.2	442.0	949.0	431.1	1383.0	1538.0
9934765.0	935.6	442.6	942.9	432.4	1390.0	1533.0
9934766.0	935.2	444.0	948.9	429.2	1383.0	1532.0
9934767.0	936.6	442.4	944.0	430.4	1392.0	1538.0
9934768.0	937.2	442.6	948.7	433.3	1395.0	1542.0
9934769.0	936.4	445.1	947.2	429.7	1398.0	1546.0
9934770.0	938.2	443.4	948.0	431.4	1385.0	1540.0
