Time	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	L Area [px]	R Area [px]
10120120.0	1163.1	529.2	1161.5	543.8	1381.0	1609.0
10120121.0	1163.1	527.2	1162.9	539.4	1380.0	1614.0
10120122.0	1162.7	528.6	1164.7	543.7	1383.0	1618.0
10120123.0	1162.3	528.1	1159.6	545.5	1379.0	1609.0
10120124.0	1160.1	527.6	1160.6	543.5	1379.0	1600.0
10120125.0	1163.3	527.9	1161.3	543.0	1380.0	1620.0
10120126.0	1160.7	528.9	1160.7	540.7	1383.0	1614.0
10120127.0	1160.9	527.5	1162.5	543.1	1379.0	1609.0
10120128.0	1160.4	527.0	1156.9	542.8	1382.0	1610.0
10120129.0	1161.2	528.2	1160.0	543.6	1383.0	1609.0
10120130.0	1160.7	528.4	1159.5	543.8	1386.0	1621.0
10120131.0	1162.0	529.9	1158.6	542.6	1382.0	1614.0
10120132.0	1160.5	528.8	1159.7	545.6	1379.0	1606.0
10120133.0	1161.4	529.8	1154.7	543.9	1384.0	1611.0
10120134.0	1160.5	531.5	1160.2	542.0	1384.0	1620.0
10120135.0	1161.1	530.1	1162.1	543.8	1392.0	1619.0
10120136.0	1160.5	528.7	1162.6	541.4	1389.0	1620.0
10120137.0	1162.5	529.4	1159.2	545.4	1379.0	1619.0
10120138.0	1161.9	528.6	1161.0	542.6	1388.0	1615.0
10120139.0	1162.8	528.3	1161.4	542.7	1392.0	1618.0
10120140.0	1161.4	525.7	1161.5	541.8	1390.0	1616.0
10120141.0	1162.3	528.2	1159.1	540.3	1378.0	1620.0
10120142.0	1161.5	526.8	1161.3	545.2	1383.0	1606.0
10120143.0	1161.4	528.5	1157.3	542.1	1386.0	1622.0
10120144.0	1161.5	527.2	1159.6	544.0	1384.0	1617.0
10120145.0	1162.5	527.7	1160.6	540.5	1394.0	1625.0
10120146.0	1164.1	527.3	1157.1	543.5	1385.0	1621.0
10120147.0	1162.9	529.9	1160.6	541.0	1391.0	1622.0
10120148.0	1161.7	529.4	1156.3	546.6	1389.0	1622.0
10120149.0	1160.6	530.1	1158.9	539.4	1384.0	1623.0
10120150.0	1160.7	530.7	1159.7	542.3	1391.0	1623.0
10120151.0	1160.4	528.9	1161.8	542.9	1389.0	1625.0
10120152.0	1163.2	530.8	1161.8	545.8	1391.0	1621.0
10120153.0	1160.9	528.6	1155.1	539.9	1381.0	1621.0
10120154.0	1163.0	527.3	1159.4	545.9	1390.0	1618.0
10120155.0	1162.2	529.1	1159.7	544.6	1389.0	1607.0
10120156.0	1160.5	527.2	1156.7	544.2	1392.0	1609.0
10120157.0	1162.7	527.7	1157.3	541.2	1391.0	1612.0
10120158.0	1162.5	529.0	1160.8	544.0	1390.0	1619.0
10120159.0	1162.1	528.3	1156.9	544.0	1383.0	1621.0
10120160.0	1163.4	529.0	1161.0	544.6	1389.0	1616.0
10120161.0	1161.8	526.6	1159.6	544.7	1387.0	1615.0
10120162.0	1162.2	528.9	1161.4	543.1	1389.0	1621.0
10120163.0	1163.3	529.4	1156.9	545.2	1385.0	1619.0
10120164.0	1161.8	528.3	1160.1	544.6	1391.0	1628.0
10120165.0	1163.6	529.8	1158.9	544.1	1396.0	1620.0
