2964051.0	-117.6	307.6	9738.0
2964052.0	-117.8	307.8	9726.0
2964053.0	-118.2	308.1	9712.0
2964054.0	-118.5	308.3	9696.0
2964055.0	-118.6	308.9	9693.0
2964056.0	-118.7	309.7	9691.0
2964057.0	-118.8	310.2	9690.0
2964058.0	-118.6	310.3	9689.0
2964059.0	-118.5	310.4	9689.0
2964060.0	-118.5	310.4	9691.0
2964061.0	-118.8	310.5	9693.0
2964062.0	-119.1	310.9	9693.0
2964063.0	-119.1	311.2	9696.0
2964064.0	-119.2	311.5	9700.0
2964065.0	-119.3	311.5	9704.0
2964066.0	-119.6	311.3	9705.0
2964067.0	-119.9	311.1	9705.0
2964068.0	-120.1	311.1	9702.0
2964069.0	-120.1	310.8	9698.0
2964070.0	-120.1	310.7	9694.0
2964071.0	-120.2	310.6	9694.0
2964072.0	-120.3	310.9	9689.0
2964073.0	-120.3	311.1	9681.0
2964074.0	-120.3	311.7	9674.0
2964075.0	-120.5	312.3	9671.0
2964076.0	-120.8	312.6	9671.0
2964077.0	-121.0	312.5	9669.0
2964078.0	-120.9	312.5	9665.0
2964079.0	-120.9	312.6	9661.0
2964080.0	-120.8	312.7	9659.0
2964081.0	-121.0	312.7	9657.0
2964082.0	-121.2	312.3	9655.0
2964083.0	-121.4	311.9	9652.0
2964084.0	-121.6	311.6	9650.0
2964085.0	-122.0	312.3	9649.0
2964086.0	-122.4	312.9	9648.0
2964087.0	-122.4	313.4	9648.0
2964088.0	-122.3	312.8	9648.0
2964089.0	-122.1	312.1	9647.0
2964090.0	-122.2	312.6	9642.0
2964091.0	-122.3	313.7	9636.0
2964092.0	-122.1	314.7	9631.0
2964093.0	-121.8	314.6	9634.0
2964094.0	-122.3	314.6	9638.0
2964095.0	-123.1	314.4	9638.0
2964096.0	-123.8	314.3	9634.0
2964097.0	-123.7	314.1	9633.0
2964098.0	-123.7	314.3	9636.0
2964099.0	-123.7	314.5	9636.0
2964100.0	-123.5	314.1	9633.0
2964101.0	-123.3	313.6	9624.0
2964102.0	-123.0	313.0	9617.0
2964103.0	-122.7	312.6	9609.0
2964104.0	-122.6	312.2	9607.0
2964105.0	-122.7	311.9	9608.0
2964106.0	-122.8	311.9	9611.0
2964107.0	-123.4	312.4	9618.0
2964108.0	-123.8	313.1	9622.0
2964109.0	-124.1	313.9	9623.0
2964110.0	-124.1	314.2	9621.0
2964111.0	-124.4	314.0	9618.0
2964112.0	-124.6	313.1	9612.0
2964113.0	-124.4	312.3	9606.0
2964114.0	-123.9	311.9	9600.0
2964115.0	-123.6	312.6	9598.0
2964116.0	-123.6	313.5	9596.0
2964117.0	-123.9	313.9	9596.0
2964118.0	-124.0	313.9	9599.0
2964119.0	-124.2	314.8	9601.0
2964120.0	-124.2	316.0	9596.0
2964121.0	-124.1	317.1	9591.0
2964122.0	-123.8	317.0	9584.0
2964123.0	-123.6	316.7	9582.0
2964124.0	-123.8	316.2	9586.0
2964125.0	-123.9	315.8	9592.0
2964126.0	-124.0	315.5	9590.0
2964127.0	-124.3	315.3	9584.0
2964128.0	-124.6	315.3	9578.0
2964129.0	-124.6	315.2	9583.0
2964130.0	-124.3	314.3	9585.0
2964131.0	-124.5	313.5	9586.0
2964132.0	-124.9	312.8	9583.0
2964133.0	-125.4	312.9	9582.0
2964134.0	-125.4	312.8	9587.0
2964135.0	-125.5	314.0	9594.0
2964136.0	-125.6	315.3	9592.0
2964137.0	-125.5	316.2	9583.0
2964138.0	-125.1	315.8	9575.0
2964139.0	-124.8	315.4	9572.0
2964140.0	-124.9	315.6	9571.0
2964141.0	-125.1	316.0	9571.0
2964142.0	-125.3	316.3	9577.0
2964143.0	-125.2	316.1	9581.0
2964144.0	-125.8	315.2	9582.0
2964145.0	-126.3	314.2	9580.0
2964146.0	-127.0	314.9	9578.0
2964147.0	-127.1	316.1	9580.0
2964148.0	-127.1	316.4	9582.0
2964149.0	-126.9	315.6	9585.0
2964150.0	-126.7	314.8	9581.0
2964151.0	-127.0	315.0	9573.0
2964152.0	-127.3	315.2	9568.0
2964153.0	-127.6	315.5	9567.0
2964154.0	-127.4	315.8	9570.0
2964155.0	-127.3	316.1	9572.0
2964156.0	-127.3	316.1	9574.0
2964157.0	-127.0	315.1	9567.0
2964158.0	-126.5	314.2	9559.0
2964159.0	-126.0	313.3	9553.0
2964160.0	-126.2	313.5	9554.0
2964161.0	-126.6	313.5	9555.0
2964162.0	-127.4	313.5	9561.0
2964163.0	-127.8	313.9	9567.0
2964164.0	-127.9	315.2	9566.0
2964165.0	-127.7	316.5	9559.0
2964166.0	-127.3	317.2	9553.0
2964167.0	-126.9	316.2	9558.0
2964168.0	-126.6	315.1	9563.0
2964169.0	-127.3	314.4	9567.0
2964170.0	-128.0	315.0	9567.0
2964171.0	-128.6	315.7	9564.0
2964172.0	-128.5	316.1	9558.0
2964173.0	-128.4	316.2	9553.0
2964174.0	-128.3	316.1	9552.0
2964175.0	-128.2	316.1	9553.0
2964176.0	-128.1	316.1	9555.0
2964177.0	-128.1	316.2	9557.0
2964178.0	-128.1	316.0	9561.0
2964179.0	-127.7	315.6	9563.0
2964180.0	-127.4	315.3	9563.0
2964181.0	-127.1	315.2	9561.0
2964182.0	-127.2	315.5	9559.0
2964183.0	-127.0	315.7	9558.0
2964184.0	-126.8	316.0	9564.0
2964185.0	-126.8	315.9	9571.0
2964186.0	-127.0	316.1	9576.0
2964187.0	-127.1	316.3	9573.0
2964188.0	-127.1	316.4	9564.0
2964189.0	-127.1	316.0	9557.0
2964190.0	-127.1	315.6	9556.0
2964191.0	-127.5	315.2	9561.0
2964192.0	-127.9	315.2	9565.0
2964193.0	-127.9	315.1	9555.0
2964194.0	-127.2	315.0	9545.0
2964195.0	-126.5	314.8	9546.0
2964196.0	-126.4	314.7	9556.0
2964197.0	-126.7	314.8	9567.0
2964198.0	-127.1	315.1	9567.0
2964199.0	-127.3	315.3	9567.0
2964200.0	-127.3	315.4	9566.0
2964201.0	-127.0	315.8	9565.0
2964202.0	-126.9	316.1	9564.0
2964203.0	-126.7	316.0	9564.0
2964204.0	-126.7	315.6	9562.0
2964205.0	-126.7	315.3	9561.0
2964206.0	-126.8	315.3	9561.0
2964207.0	-126.7	314.5	9560.0
2964208.0	-126.5	313.6	9559.0
2964209.0	-126.3	312.8	9565.0
2964210.0	-126.2	312.8	9574.0
